_id,type,level,miliseconds,action
8779,4,47,1.58092E+12,No
8780,5,54,1.58092E+12,No
8781,4,51,1.58092E+12,No
8782,5,57,1.58092E+12,No
8783,4,50,1.58092E+12,No
8784,5,70,1.58092E+12,Left
8785,4,40,1.58092E+12,No
8786,5,74,1.58092E+12,Left
8787,22,40,1.58092E+12,No
8788,4,40,1.58092E+12,No
8789,5,64,1.58092E+12,Left
8790,4,29,1.58092E+12,No
8791,5,64,1.58092E+12,Left
8792,4,17,1.58092E+12,No
8793,5,54,1.58092E+12,No
8794,4,27,1.58092E+12,No
8795,5,44,1.58092E+12,No
8796,4,30,1.58092E+12,No
8797,5,51,1.58092E+12,No
8798,4,37,1.58092E+12,No
8799,5,53,1.58092E+12,No
8800,4,38,1.58092E+12,No
8801,5,63,1.58092E+12,Left
8802,4,43,1.58092E+12,No
8803,5,66,1.58092E+12,Left
8804,4,41,1.58092E+12,No
8805,5,74,1.58092E+12,Left
8806,4,47,1.58092E+12,No
8807,5,64,1.58092E+12,Left
8808,4,48,1.58092E+12,No
8809,5,67,1.58092E+12,Left
8810,4,60,1.58092E+12,Fwd
8811,5,67,1.58092E+12,Left
8812,4,63,1.58092E+12,Fwd
8813,5,66,1.58092E+12,Left
8814,4,64,1.58092E+12,Fwd
8815,5,81,1.58092E+12,Left
8816,4,69,1.58092E+12,Fwd
8817,5,74,1.58092E+12,Left
8818,4,63,1.58092E+12,Fwd
8819,5,78,1.58092E+12,Left
8820,4,54,1.58092E+12,No
8821,5,83,1.58092E+12,Left
8822,4,57,1.58092E+12,No
8823,5,75,1.58092E+12,Left
8824,4,51,1.58092E+12,No
8825,5,70,1.58092E+12,Left
8826,4,53,1.58092E+12,No
8827,5,70,1.58092E+12,Left
8828,4,50,1.58092E+12,No
8829,5,61,1.58092E+12,Left
8830,4,56,1.58092E+12,No
8831,5,61,1.58092E+12,Left
8832,4,56,1.58092E+12,No
8833,5,63,1.58092E+12,Left
8834,4,57,1.58092E+12,No
8835,5,54,1.58092E+12,No
8836,4,78,1.58092E+12,Fwd
8837,5,54,1.58092E+12,No
8838,4,70,1.58092E+12,Fwd
8839,5,54,1.58092E+12,No
8840,4,77,1.58092E+12,Fwd
8841,5,56,1.58092E+12,No
8842,4,75,1.58092E+12,Fwd
8843,5,47,1.58092E+12,No
8844,4,61,1.58092E+12,Fwd
8845,5,56,1.58092E+12,No
8846,4,51,1.58092E+12,No
8847,5,50,1.58092E+12,No
8848,4,44,1.58092E+12,No
8849,5,50,1.58092E+12,No
8850,4,40,1.58092E+12,No
8851,5,66,1.58092E+12,Left
8852,4,47,1.58092E+12,No
8853,5,63,1.58092E+12,Left
8854,4,51,1.58092E+12,No
8855,5,69,1.58092E+12,Left
8856,4,48,1.58092E+12,No
8857,5,80,1.58092E+12,Left
8858,4,48,1.58092E+12,No
8859,5,84,1.58092E+12,Left
8860,4,47,1.58092E+12,No
8861,5,77,1.58092E+12,Left
8862,4,44,1.58092E+12,No
8863,5,70,1.58092E+12,Left
8864,4,57,1.58092E+12,No
8865,5,64,1.58092E+12,Left
8866,4,56,1.58092E+12,No
8867,5,64,1.58092E+12,Left
8868,4,61,1.58092E+12,Fwd
8869,5,60,1.58092E+12,Left
8870,4,63,1.58092E+12,Fwd
8871,5,54,1.58092E+12,No
8872,4,53,1.58092E+12,No
8873,5,47,1.58092E+12,No
8874,4,51,1.58092E+12,No
8875,5,30,1.58092E+12,No
8876,4,56,1.58092E+12,No
8877,5,30,1.58092E+12,No
8878,4,61,1.58092E+12,Fwd
8879,5,43,1.58092E+12,No
8880,4,69,1.58092E+12,Fwd
8881,5,50,1.58092E+12,No
8882,4,77,1.58092E+12,Fwd
8883,5,54,1.58092E+12,No
8884,4,70,1.58092E+12,Fwd
8885,5,66,1.58092E+12,Left
8886,4,70,1.58092E+12,Fwd
8887,5,53,1.58092E+12,No
8888,4,66,1.58092E+12,Fwd
8889,5,54,1.58092E+12,No
8890,22,38,1.58092E+12,No
8891,4,60,1.58092E+12,Fwd
8892,5,53,1.58092E+12,No
8893,22,42,1.58092E+12,No
8894,4,57,1.58092E+12,No
8895,5,37,1.58092E+12,No
8896,4,43,1.58092E+12,No
8897,5,38,1.58092E+12,No
8898,22,59,1.58092E+12,No
8899,4,35,1.58092E+12,No
8900,5,24,1.58092E+12,No
8901,4,37,1.58092E+12,No
8902,5,37,1.58092E+12,No
8903,4,30,1.58092E+12,No
8904,5,53,1.58092E+12,No
8905,4,44,1.58092E+12,No
8906,5,57,1.58092E+12,No
8907,4,61,1.58092E+12,Fwd
8908,5,67,1.58092E+12,Left
8909,4,61,1.58092E+12,Fwd
8910,5,57,1.58092E+12,No
8911,4,57,1.58092E+12,No
8912,5,57,1.58092E+12,No
8913,22,44,1.58092E+12,No
8914,4,48,1.58092E+12,No
8915,5,53,1.58092E+12,No
8916,4,34,1.58092E+12,No
8917,5,48,1.58092E+12,No
8918,4,29,1.58092E+12,No
8919,5,40,1.58092E+12,No
8920,4,26,1.58092E+12,No
8921,5,37,1.58092E+12,No
8922,4,37,1.58092E+12,No
8923,5,38,1.58092E+12,No
8924,4,35,1.58092E+12,No
8925,5,53,1.58092E+12,No
8926,4,35,1.58092E+12,No
8927,5,66,1.58092E+12,Left
8928,4,51,1.58092E+12,No
8929,5,63,1.58092E+12,Left
8930,4,53,1.58092E+12,No
8931,5,64,1.58092E+12,Left
8932,4,60,1.58092E+12,Fwd
8933,5,64,1.58092E+12,Left
8934,4,63,1.58092E+12,Fwd
8935,5,75,1.58092E+12,Left
8936,4,57,1.58092E+12,No
8937,5,81,1.58092E+12,Left
8938,4,41,1.58092E+12,No
8939,5,78,1.58092E+12,Left
8940,4,48,1.58092E+12,No
8941,5,75,1.58092E+12,Left
8942,4,43,1.58092E+12,No
8943,5,50,1.58092E+12,No
8944,4,51,1.58092E+12,No
8945,5,48,1.58092E+12,No
8946,4,60,1.58092E+12,Fwd
8947,5,53,1.58092E+12,No
8948,4,57,1.58092E+12,No
8949,5,47,1.58092E+12,No
8950,4,54,1.58092E+12,No
8951,5,54,1.58092E+12,No
8952,4,51,1.58092E+12,No
8953,5,56,1.58092E+12,No
8954,4,50,1.58092E+12,No
8955,5,57,1.58092E+12,No
8956,4,44,1.58092E+12,No
8957,5,63,1.58092E+12,Left
8958,4,66,1.58092E+12,Fwd
8959,5,69,1.58092E+12,Left
8960,4,61,1.58092E+12,Fwd
8961,5,70,1.58092E+12,Left
8962,4,70,1.58092E+12,Fwd
8963,5,75,1.58092E+12,Left
8964,4,78,1.58092E+12,Fwd
8965,5,78,1.58092E+12,Left
8966,4,61,1.58092E+12,Fwd
8967,5,67,1.58092E+12,Left
8968,4,53,1.58092E+12,No
8969,5,53,1.58092E+12,No
8970,4,43,1.58092E+12,No
8971,5,56,1.58092E+12,No
8972,4,34,1.58092E+12,No
8973,5,53,1.58092E+12,No
8974,4,34,1.58092E+12,No
8975,5,64,1.58092E+12,Left
8976,4,37,1.58092E+12,No
8977,5,81,1.58092E+12,Left
8978,4,34,1.58092E+12,No
8979,5,74,1.58092E+12,Left
8980,4,34,1.58092E+12,No
8981,5,69,1.58092E+12,Left
8982,4,34,1.58092E+12,No
8983,5,63,1.58092E+12,Left
8984,4,35,1.58092E+12,No
8985,5,60,1.58092E+12,Left
8986,4,40,1.58092E+12,No
8987,5,77,1.58092E+12,Left
8988,4,44,1.58092E+12,No
8989,5,80,1.58092E+12,Left
8990,4,57,1.58092E+12,No
8991,5,83,1.58092E+12,Left
8992,4,60,1.58092E+12,Fwd
8993,5,75,1.58092E+12,Left
8994,4,63,1.58092E+12,Fwd
8995,5,64,1.58092E+12,Left
8996,4,53,1.58092E+12,No
8997,5,70,1.58092E+12,Left
8998,4,37,1.58092E+12,No
8999,5,64,1.58092E+12,Left
9000,4,38,1.58092E+12,No
9001,5,75,1.58092E+12,Left
9002,4,40,1.58092E+12,No
9003,5,70,1.58092E+12,Left
9004,22,41,1.58092E+12,No
9005,4,38,1.58092E+12,No
9006,5,57,1.58092E+12,No
9007,4,43,1.58092E+12,No
9008,5,61,1.58092E+12,Left
9009,4,53,1.58092E+12,No
9010,5,48,1.58092E+12,No
9011,4,40,1.58092E+12,No
9012,5,53,1.58092E+12,No
9013,4,51,1.58092E+12,No
9014,5,60,1.58092E+12,Left
9015,4,51,1.58092E+12,No
9016,5,53,1.58092E+12,No
9017,22,41,1.58092E+12,No
9018,4,44,1.58092E+12,No
9019,5,57,1.58092E+12,No
9020,22,39,1.58092E+12,No
9021,4,48,1.58092E+12,No
9022,5,56,1.58092E+12,No
9023,4,44,1.58092E+12,No
9024,5,53,1.58092E+12,No
9025,4,48,1.58092E+12,No
9026,5,54,1.58092E+12,No
9027,4,41,1.58092E+12,No
9028,5,70,1.58092E+12,Left
9029,4,47,1.58092E+12,No
9030,5,66,1.58092E+12,Left
9031,4,48,1.58092E+12,No
9032,5,67,1.58092E+12,Left
9033,4,41,1.58092E+12,No
9034,5,84,1.58092E+12,Left
9035,4,37,1.58092E+12,No
9036,5,56,1.58092E+12,No
9037,4,26,1.58092E+12,No
9038,5,47,1.58092E+12,No
9039,4,7,1.58092E+12,No
9040,5,24,1.58092E+12,No
9041,4,20,1.58092E+12,No
9042,5,11,1.58092E+12,No
9043,4,30,1.58092E+12,No
9044,5,30,1.58092E+12,No
9045,22,52,1.58092E+12,No
9046,4,35,1.58092E+12,No
9047,5,37,1.58092E+12,No
9048,22,59,1.58092E+12,No
9049,4,38,1.58092E+12,No
9050,5,37,1.58092E+12,No
9051,4,34,1.58092E+12,No
9052,5,41,1.58092E+12,No
9053,4,27,1.58092E+12,No
9054,5,27,1.58092E+12,No
9055,4,34,1.58092E+12,No
9056,5,38,1.58092E+12,No
9057,4,56,1.58092E+12,No
9058,5,60,1.58092E+12,Left
9059,4,57,1.58092E+12,No
9060,5,60,1.58092E+12,Left
9061,4,50,1.58092E+12,No
9062,5,74,1.58092E+12,Left
9063,4,44,1.58092E+12,No
9064,5,80,1.58092E+12,Left
9065,4,34,1.58092E+12,No
9066,5,75,1.58092E+12,Left
9067,22,41,1.58092E+12,No
9068,4,14,1.58092E+12,No
9069,5,80,1.58092E+12,Left
9070,4,23,1.58092E+12,No
9071,5,84,1.58092E+12,Left
9072,4,30,1.58092E+12,No
9073,5,66,1.58092E+12,Left
9074,4,23,1.58092E+12,No
9075,5,57,1.58092E+12,No
9076,4,38,1.58092E+12,No
9077,5,60,1.58092E+12,Left
9078,4,48,1.58092E+12,No
9079,5,56,1.58092E+12,No
9080,4,54,1.58092E+12,No
9081,5,64,1.58092E+12,Left
9082,4,60,1.58092E+12,Fwd
9083,5,84,1.58092E+12,Left
9084,4,64,1.58092E+12,Fwd
9085,5,77,1.58092E+12,Left
9086,4,61,1.58092E+12,Fwd
9087,5,66,1.58092E+12,Left
9088,4,56,1.58092E+12,No
9089,5,66,1.58092E+12,Left
9090,4,61,1.58092E+12,Fwd
9091,5,61,1.58092E+12,Left
9092,4,60,1.58092E+12,Fwd
9093,5,63,1.58092E+12,Left
9094,4,64,1.58092E+12,Fwd
9095,5,64,1.58092E+12,Left
9096,4,66,1.58092E+12,Fwd
9097,5,56,1.58092E+12,No
9098,4,57,1.58092E+12,No
9099,5,43,1.58092E+12,No
9100,4,44,1.58092E+12,No
9101,5,43,1.58092E+12,No
9102,4,41,1.58092E+12,No
9103,5,53,1.58092E+12,No
9104,4,26,1.58092E+12,No
9105,5,54,1.58092E+12,No
9106,4,44,1.58092E+12,No
9107,5,60,1.58092E+12,Left
9108,4,56,1.58092E+12,No
9109,5,64,1.58092E+12,Left
9110,4,67,1.58092E+12,Fwd
9111,5,53,1.58092E+12,No
9112,4,84,1.58092E+12,Fwd
9113,5,54,1.58092E+12,No
9114,4,75,1.58092E+12,Fwd
9115,5,54,1.58092E+12,No
9116,4,63,1.58092E+12,Fwd
9117,5,50,1.58092E+12,No
9118,4,51,1.58092E+12,No
9119,5,47,1.58092E+12,No
9120,4,40,1.58092E+12,No
9121,5,50,1.58092E+12,No
9122,4,34,1.58092E+12,No
9123,5,56,1.58092E+12,No
9124,4,34,1.58092E+12,No
9125,5,53,1.58092E+12,No
9126,4,23,1.58092E+12,No
9127,5,47,1.58092E+12,No
9128,4,34,1.58092E+12,No
9129,5,54,1.58092E+12,No
9130,4,41,1.58092E+12,No
9131,5,57,1.58092E+12,No
9132,4,53,1.58092E+12,No
9133,5,57,1.58092E+12,No
9134,4,61,1.58092E+12,Fwd
9135,5,63,1.58092E+12,Left
9136,4,57,1.58092E+12,No
9137,5,54,1.58092E+12,No
9138,4,50,1.58092E+12,No
9139,5,66,1.58092E+12,Left
9140,4,50,1.58092E+12,No
9141,5,74,1.58092E+12,Left
9142,4,54,1.58092E+12,No
9143,5,80,1.58092E+12,Left
9144,4,56,1.58092E+12,No
9145,5,67,1.58092E+12,Left
9146,4,64,1.58092E+12,Fwd
9147,5,50,1.58092E+12,No
9148,4,66,1.58092E+12,Fwd
9149,5,47,1.58092E+12,No
9150,4,66,1.58092E+12,Fwd
9151,5,50,1.58092E+12,No
9152,4,66,1.58092E+12,Fwd
9153,5,77,1.58092E+12,Left
9154,4,57,1.58092E+12,No
9155,5,84,1.58092E+12,Left
9156,22,32,1.58092E+12,No
9157,22,42,1.58092E+12,No
9158,4,35,1.58092E+12,No
9159,5,80,1.58092E+12,Left
9160,4,27,1.58092E+12,No
9161,5,78,1.58092E+12,Left
9162,4,26,1.58092E+12,No
9163,5,74,1.58092E+12,Left
9164,4,40,1.58092E+12,No
9165,5,66,1.58092E+12,Left
9166,4,47,1.58092E+12,No
9167,5,83,1.58092E+12,Left
9168,4,48,1.58092E+12,No
9169,5,83,1.58092E+12,Left
9170,4,48,1.58092E+12,No
9171,5,74,1.58092E+12,Left
9172,4,50,1.58092E+12,No
9173,5,74,1.58092E+12,Left
9174,4,63,1.58092E+12,Fwd
9175,5,63,1.58092E+12,Left
9176,4,67,1.58092E+12,Fwd
9177,5,61,1.58092E+12,Left
9178,4,69,1.58092E+12,Fwd
9179,5,64,1.58092E+12,Left
9180,4,53,1.58092E+12,No
9181,5,78,1.58092E+12,Left
9182,4,51,1.58092E+12,No
9183,5,74,1.58092E+12,Left
9184,4,47,1.58092E+12,No
9185,5,77,1.58092E+12,Left
9186,22,33,1.58092E+12,No
9187,22,38,1.58092E+12,No
9188,4,41,1.58092E+12,No
9189,5,63,1.58092E+12,Left
9190,4,30,1.58092E+12,No
9191,5,41,1.58092E+12,No
9192,4,29,1.58092E+12,No
9193,5,37,1.58092E+12,No
9194,4,21,1.58092E+12,No
9195,5,41,1.58092E+12,No
9196,4,35,1.58092E+12,No
9197,5,48,1.58092E+12,No
9198,4,56,1.58092E+12,No
9199,5,56,1.58092E+12,No
9200,4,60,1.58092E+12,Fwd
9201,5,61,1.58092E+12,Left
9202,4,67,1.58092E+12,Fwd
9203,5,47,1.58092E+12,No
9204,4,57,1.58092E+12,No
9205,5,51,1.58092E+12,No
9206,4,74,1.58092E+12,Fwd
9207,5,47,1.58092E+12,No
9208,4,77,1.58092E+12,Fwd
9209,5,54,1.58092E+12,No
9210,4,84,1.58092E+12,Fwd
9211,5,66,1.58092E+12,Left
9212,4,84,1.58092E+12,Fwd
9213,5,61,1.58092E+12,Left
9214,4,64,1.58092E+12,Fwd
9215,5,80,1.58092E+12,Left
9216,22,33,1.58092E+12,No
9217,4,53,1.58092E+12,No
9218,5,77,1.58092E+12,Left
9219,22,40,1.58092E+12,No
9220,4,44,1.58092E+12,No
9221,5,56,1.58092E+12,No
9222,4,47,1.58092E+12,No
9223,5,57,1.58092E+12,No
9224,4,35,1.58092E+12,No
9225,5,54,1.58092E+12,No
9226,4,34,1.58092E+12,No
9227,5,53,1.58092E+12,No
9228,4,20,1.58092E+12,No
9229,5,69,1.58092E+12,Left
9230,22,41,1.58092E+12,No
9231,4,16,1.58092E+12,No
9232,5,63,1.58092E+12,Left
9233,4,11,1.58092E+12,No
9234,5,37,1.58092E+12,No
9235,4,14,1.58092E+12,No
9236,5,41,1.58092E+12,No
9237,4,21,1.58092E+12,No
9238,5,41,1.58092E+12,No
9239,22,41,1.58092E+12,No
9240,4,21,1.58092E+12,No
9241,5,51,1.58092E+12,No
9242,4,38,1.58093E+12,No
9243,5,63,1.58093E+12,Left
9244,4,43,1.58093E+12,No
9245,5,63,1.58093E+12,Left
9246,4,40,1.58093E+12,No
9247,5,66,1.58093E+12,Left
9248,4,34,1.58093E+12,No
9249,5,57,1.58093E+12,No
9250,4,21,1.58093E+12,No
9251,5,53,1.58093E+12,No
9252,4,27,1.58093E+12,No
9253,5,44,1.58093E+12,No
9254,4,43,1.58093E+12,No
9255,5,38,1.58093E+12,No
9256,4,37,1.58093E+12,No
9257,5,34,1.58093E+12,No
9258,22,42,1.58093E+12,No
9259,4,40,1.58093E+12,No
9260,5,48,1.58093E+12,No
9261,4,43,1.58093E+12,No
9262,5,57,1.58093E+12,No
9263,4,40,1.58093E+12,No
9264,5,48,1.58093E+12,No
9265,4,37,1.58093E+12,No
9266,5,53,1.58093E+12,No
9267,4,34,1.58093E+12,No
9268,5,54,1.58093E+12,No
9269,4,26,1.58093E+12,No
9270,5,54,1.58093E+12,No
9271,4,24,1.58093E+12,No
9272,5,53,1.58093E+12,No
9273,4,35,1.58093E+12,No
9274,5,47,1.58093E+12,No
9275,4,37,1.58093E+12,No
9276,5,34,1.58093E+12,No
9277,4,41,1.58093E+12,No
9278,5,30,1.58093E+12,No
9279,4,24,1.58093E+12,No
9280,5,20,1.58093E+12,No
9281,4,30,1.58093E+12,No
9282,5,30,1.58093E+12,No
9283,22,44,1.58093E+12,No
9284,4,24,1.58093E+12,No
9285,5,34,1.58093E+12,No
9286,4,16,1.58093E+12,No
9287,5,20,1.58093E+12,No
9288,4,29,1.58093E+12,No
9289,5,35,1.58093E+12,No
9290,22,73,1.58093E+12,Stop
9291,22,58,1.58093E+12,No
9292,4,20,1.58093E+12,No
9293,5,24,1.58093E+12,No
9294,22,61,1.58093E+12,Stop
9295,4,37,1.58093E+12,No
9296,5,29,1.58093E+12,No
9297,4,37,1.58093E+12,No
9298,5,30,1.58093E+12,No
9299,4,29,1.58093E+12,No
9300,5,43,1.58093E+12,No
9301,4,37,1.58093E+12,No
9302,5,63,1.58093E+12,Left
9303,4,24,1.58093E+12,No
9304,5,63,1.58093E+12,Left
9305,4,29,1.58093E+12,No
9306,5,69,1.58093E+12,Left
9307,22,40,1.58093E+12,No
9308,4,40,1.58093E+12,No
9309,5,64,1.58093E+12,Left
9310,4,37,1.58093E+12,No
9311,5,51,1.58093E+12,No
9312,4,30,1.58093E+12,No
9313,5,30,1.58093E+12,No
9314,4,29,1.58093E+12,No
9315,5,27,1.58093E+12,No
9316,4,21,1.58093E+12,No
9317,5,27,1.58093E+12,No
9318,4,14,1.58093E+12,No
9319,5,38,1.58093E+12,No
9320,4,17,1.58093E+12,No
9321,5,50,1.58093E+12,No
9322,22,44,1.58093E+12,No
9323,4,35,1.58093E+12,No
9324,5,47,1.58093E+12,No
9325,4,37,1.58093E+12,No
9326,5,41,1.58093E+12,No
9327,4,47,1.58093E+12,No
9328,5,34,1.58093E+12,No
9329,4,50,1.58093E+12,No
9330,5,41,1.58093E+12,No
9331,4,35,1.58093E+12,No
9332,5,48,1.58093E+12,No
9333,4,54,1.58093E+12,No
9334,5,57,1.58093E+12,No
9335,4,53,1.58093E+12,No
9336,5,57,1.58093E+12,No
9337,4,53,1.58093E+12,No
9338,5,70,1.58093E+12,Left
9339,4,54,1.58093E+12,No
9340,5,67,1.58093E+12,Left
9341,4,43,1.58093E+12,No
9342,5,63,1.58093E+12,Left
9343,4,56,1.58093E+12,No
9344,5,63,1.58093E+12,Left
9345,4,57,1.58093E+12,No
9346,5,51,1.58093E+12,No
9347,4,57,1.58093E+12,No
9348,5,63,1.58093E+12,Left
9349,4,51,1.58093E+12,No
9350,5,56,1.58093E+12,No
9351,4,40,1.58093E+12,No
9352,5,64,1.58093E+12,Left
9353,4,43,1.58093E+12,No
9354,5,75,1.58093E+12,Left
9355,4,35,1.58093E+12,No
9356,5,75,1.58093E+12,Left
9357,4,41,1.58093E+12,No
9358,5,83,1.58093E+12,Left
9359,22,35,1.58093E+12,No
9360,4,48,1.58093E+12,No
9361,5,80,1.58093E+12,Left
9362,4,35,1.58093E+12,No
9363,5,67,1.58093E+12,Left
9364,4,37,1.58093E+12,No
9365,5,77,1.58093E+12,Left
9366,4,38,1.58093E+12,No
9367,5,81,1.58093E+12,Left
9368,4,30,1.58093E+12,No
9369,5,67,1.58093E+12,Left
9370,4,47,1.58093E+12,No
9371,5,67,1.58093E+12,Left
9372,22,34,1.58093E+12,No
9373,22,41,1.58093E+12,No
9374,4,63,1.58093E+12,Fwd
9375,5,54,1.58093E+12,No
9376,22,42,1.58093E+12,No
9377,4,64,1.58093E+12,Fwd
9378,5,41,1.58093E+12,No
9379,4,66,1.58093E+12,Fwd
9380,5,48,1.58093E+12,No
9381,4,66,1.58093E+12,Fwd
9382,5,48,1.58093E+12,No
9383,4,66,1.58093E+12,Fwd
9384,5,48,1.58093E+12,No
9385,4,66,1.58093E+12,Fwd
9386,5,48,1.58093E+12,No
9387,4,47,1.58093E+12,No
9388,5,43,1.58093E+12,No
9389,4,34,1.58093E+12,No
9390,5,24,1.58093E+12,No
9391,22,40,1.58093E+12,No
9392,4,23,1.58093E+12,No
9393,5,40,1.58093E+12,No
9394,4,30,1.58093E+12,No
9395,5,26,1.58093E+12,No
9396,4,53,1.58093E+12,No
9397,5,29,1.58093E+12,No
9398,4,53,1.58093E+12,No
9399,5,41,1.58093E+12,No
9400,4,50,1.58093E+12,No
9401,5,26,1.58093E+12,No
9402,4,43,1.58093E+12,No
9403,5,47,1.58093E+12,No
9404,4,35,1.58093E+12,No
9405,5,50,1.58093E+12,No
9406,4,34,1.58093E+12,No
9407,5,56,1.58093E+12,No
9408,4,44,1.58093E+12,No
9409,5,61,1.58093E+12,Left
9410,4,37,1.58093E+12,No
9411,5,51,1.58093E+12,No
9412,4,35,1.58093E+12,No
9413,5,60,1.58093E+12,Left
9414,4,43,1.58093E+12,No
9415,5,54,1.58093E+12,No
9416,4,44,1.58093E+12,No
9417,5,53,1.58093E+12,No
9418,4,51,1.58093E+12,No
9419,5,63,1.58093E+12,Left
9420,4,61,1.58093E+12,Fwd
9421,5,48,1.58093E+12,No
9422,4,66,1.58093E+12,Fwd
9423,5,53,1.58093E+12,No
9424,4,57,1.58093E+12,No
9425,5,66,1.58093E+12,Left
9426,4,57,1.58093E+12,No
9427,5,64,1.58093E+12,Left
9428,4,61,1.58093E+12,Fwd
9429,5,61,1.58093E+12,Left
9430,4,41,1.58093E+12,No
9431,5,63,1.58093E+12,Left
9432,4,38,1.58093E+12,No
9433,5,64,1.58093E+12,Left
9434,4,27,1.58093E+12,No
9435,5,57,1.58093E+12,No
9436,4,20,1.58093E+12,No
9437,5,66,1.58093E+12,Left
9438,4,30,1.58093E+12,No
9439,5,61,1.58093E+12,Left
9440,4,44,1.58093E+12,No
9441,5,47,1.58093E+12,No
9442,4,47,1.58093E+12,No
9443,5,50,1.58093E+12,No
9444,4,43,1.58093E+12,No
9445,5,48,1.58093E+12,No
9446,4,43,1.58093E+12,No
9447,5,41,1.58093E+12,No
9448,4,41,1.58093E+12,No
9449,5,54,1.58093E+12,No
9450,4,56,1.58093E+12,No
9451,5,54,1.58093E+12,No
9452,22,44,1.58093E+12,No
9453,22,51,1.58093E+12,No
9454,4,57,1.58093E+12,No
9455,5,54,1.58093E+12,No
9456,4,48,1.58093E+12,No
9457,5,66,1.58093E+12,Left
9458,4,47,1.58093E+12,No
9459,5,60,1.58093E+12,Left
9460,4,30,1.58093E+12,No
9461,5,60,1.58093E+12,Left
9462,4,40,1.58093E+12,No
9463,5,64,1.58093E+12,Left
9464,4,48,1.58093E+12,No
9465,5,61,1.58093E+12,Left
9466,4,48,1.58093E+12,No
9467,5,66,1.58093E+12,Left
9468,4,60,1.58093E+12,Fwd
9469,5,57,1.58093E+12,No
9470,4,48,1.58093E+12,No
9471,5,47,1.58093E+12,No
9472,4,40,1.58093E+12,No
9473,5,44,1.58093E+12,No
9474,4,24,1.58093E+12,No
9475,5,37,1.58093E+12,No
9476,4,21,1.58093E+12,No
9477,5,51,1.58093E+12,No
9478,4,30,1.58093E+12,No
9479,5,60,1.58093E+12,Left
9480,4,30,1.58093E+12,No
9481,5,67,1.58093E+12,Left
9482,4,53,1.58093E+12,No
9483,5,78,1.58093E+12,Left
9484,4,51,1.58093E+12,No
9485,5,77,1.58093E+12,Left
9486,22,38,1.58093E+12,No
9487,4,47,1.58093E+12,No
9488,5,77,1.58093E+12,Left
9489,4,53,1.58093E+12,No
9490,5,63,1.58093E+12,Left
9491,4,37,1.58093E+12,No
9492,5,60,1.58093E+12,Left
9493,4,44,1.58093E+12,No
9494,5,51,1.58093E+12,No
9495,4,47,1.58093E+12,No
9496,5,53,1.58093E+12,No
9497,4,50,1.58093E+12,No
9498,5,53,1.58093E+12,No
9499,4,63,1.58093E+12,Fwd
9500,5,51,1.58093E+12,No
9501,4,51,1.58093E+12,No
9502,5,67,1.58093E+12,Left
9503,4,50,1.58093E+12,No
9504,5,80,1.58093E+12,Left
9505,4,41,1.58093E+12,No
9506,5,93,1.58093E+12,Left
9507,4,37,1.58093E+12,No
9508,5,97,1.58093E+12,Left
9509,4,47,1.58093E+12,No
9510,5,87,1.58093E+12,Left
9511,4,53,1.58093E+12,No
9512,5,81,1.58093E+12,Left
9513,4,57,1.58093E+12,No
9514,5,87,1.58093E+12,Left
9515,4,64,1.58093E+12,Fwd
9516,5,81,1.58093E+12,Left
9517,4,48,1.58093E+12,No
9518,5,74,1.58093E+12,Left
9519,22,71,1.58093E+12,Stop
9520,22,40,1.58093E+12,No
9521,22,34,1.58093E+12,No
9522,4,41,1.58093E+12,No
9523,5,70,1.58093E+12,Left
9524,22,42,1.58093E+12,No
9525,22,72,1.58093E+12,Stop
9526,4,30,1.58093E+12,No
9527,5,69,1.58093E+12,Left
9528,4,37,1.58093E+12,No
9529,5,61,1.58093E+12,Left
9530,4,40,1.58093E+12,No
9531,5,56,1.58093E+12,No
9532,4,50,1.58093E+12,No
9533,5,54,1.58093E+12,No
9534,4,54,1.58093E+12,No
9535,5,40,1.58093E+12,No
9536,4,35,1.58093E+12,No
9537,5,37,1.58093E+12,No
9538,4,37,1.58093E+12,No
9539,5,50,1.58093E+12,No
9540,4,30,1.58093E+12,No
9541,5,47,1.58093E+12,No
9542,4,41,1.58093E+12,No
9543,5,53,1.58093E+12,No
9544,4,43,1.58093E+12,No
9545,5,61,1.58093E+12,Left
9546,4,43,1.58093E+12,No
9547,5,66,1.58093E+12,Left
9548,4,37,1.58093E+12,No
9549,5,67,1.58093E+12,Left
9550,4,30,1.58093E+12,No
9551,5,74,1.58093E+12,Left
9552,4,35,1.58093E+12,No
9553,5,75,1.58093E+12,Left
9554,4,37,1.58093E+12,No
9555,5,70,1.58093E+12,Left
9556,4,27,1.58093E+12,No
9557,5,87,1.58093E+12,Left
9558,4,27,1.58093E+12,No
9559,5,87,1.58093E+12,Left
9560,4,29,1.58093E+12,No
9561,5,80,1.58093E+12,Left
9562,4,34,1.58093E+12,No
9563,5,77,1.58093E+12,Left
9564,4,44,1.58093E+12,No
9565,5,51,1.58093E+12,No
9566,4,51,1.58093E+12,No
9567,5,48,1.58093E+12,No
9568,4,66,1.58093E+12,Fwd
9569,5,54,1.58093E+12,No
9570,4,66,1.58093E+12,Fwd
9571,5,63,1.58093E+12,Left
9572,4,78,1.58093E+12,Fwd
9573,5,67,1.58093E+12,Left
9574,4,77,1.58093E+12,Fwd
9575,5,64,1.58093E+12,Left
9576,4,57,1.58093E+12,No
